"","ID","DATE","TIME","LAT","LON","VMAX","PER","ADAY","SPDX","PSLV","VPER","PC20","GSTD","POT","SHDC","T200","T250P","EPOS","RHMD","TWAT","Z850","D200","LSHDC","VSHDC","POT2","RHCN","SDIR","SHGC","POT_AVG","SHDC_AVG","T200_AVG","T250P_AVG","EPOS_AVG","RHMD_AVG","TWAT_AVG","Z850_AVG","D200_AVG","LSHDC_AVG","VSHDC_AVG","POT2_AVG","RHCN_AVG","SDIR_AVG","SHGC_AVG","RHLORI","SBTRI","PCRI30","RHCRI","RII30","RII35","RII40"
"AL052004.5","AL052004","040814",18,10.5,53.5,35,5,0.47184,-21.5192,572,175,87,423.5,134.75233,5.2,-54.6,0,9.95,63,0,1.5,19.5,0.96904,182,18158.19141,0,21.01872,4.47801,129.03539,4.88,-54.62,0,11.04,62.2,0.4,1.2,24.4,0.9563,170.8,16650.13086,0,-39.11012,4.04008,74.2,12.1,77,53,31,20,9
"AL052004.6","AL052004","040815",0,11,55.9,35,5,0.49935,-22.57738,594,175,69,420,134.44907,5.45,-54.55,0,10,63,1.7,-1.5,25.5,1.06514,190.75,18076.55078,0,-52.89804,3.40773,127.56668,4.75,-54.625,0,11.4,61.75,0.4,-0.25,25.25,0.94936,166.25,16273.25781,0,-64.86564,4.03697,73.75,12,48,50.25,30,21,9
"AL052004.7","AL052004","040815",6,11.5,58.3,45,10,0.49935,-23.47549,680,450,94,427.5,120.35068,5.95,-54.8,0,10.15,62.5,-1.5,-1,25,1.2016,267.75,14484.28516,0,-81.72595,3.71778,115.22408,4.66667,-54.63334,0,11.76667,61.66667,-1.3,1,27.66667,0.9478,210,13276.58789,0,-79.19601,3.74813,73.66666,9.5,91,48.66667,40,28,13
"AL052004.8","AL052004","040815",12,11.8,60.8,45,10,0.49935,-23.70448,757,450,99,189.00002,110.6843,4.05,-54.7,0,12.8,60.5,0.2,1,25,0.83357,182.25002,12251.01367,0,-76.3455,4.66622,110.6843,4.05,-54.7,0,12.8,60.5,0.2,1,25,0.83357,182.25002,12251.01367,0,-76.3455,4.66622,72.5,4.2,99,43.5,50,38,23
"AL052004.9","AL052004","040815",18,12.1,62.8,35,-10,0.49935,-21.78586,737,-350,98,241.5,114.97087,2.1,-54.3,0,15,60,0,5,33,0.44019,73.50001,13218.30078,0,-73.16066,3.70884,114.97087,2.1,-54.3,0,15,60,0,5,33,0.44019,73.50001,13218.30078,0,-73.16066,3.70884,73,6.9,89,35,30,20,10
"AL062004.1","AL062004","040825",0,11.1,35.2,25,0,0.7788,-15.96101,432,0,61,507.50003,123.28641,12.05,-54.15,0,7.05,57.5,0.1,101.5,42.5,2.33098,301.25,15199.53809,0,60.04212,-2.97837,121.63754,10.8,-53.92,0,7.82,55.6,-1,94,30.8,2.12636,270,14795.69141,0,62.63978,-3.25015,74.8,20.3,48,23.6,16,10,5
"AL062004.2","AL062004","040825",6,11.2,36.8,30,0,0.7788,-15.96101,456,0,75,528,117.47031,12.75,-54.05,0,7.3,56.5,0.7,101,27,2.48723,382.5,13799.27246,0,59.96552,-2.5303,114.92857,9.52,-53.92,0,8.26,54,0.8,84.2,27.2,1.89904,285.59998,13208.57715,0,65.68824,-4.55902,73.8,17.6,66,23.8,17,11,6
"AL062004.3","AL062004","040825",12,11.3,38.3,30,5,0.7788,-14.96345,485,150,58,558,116.9626,11.15,-53.65,0,8.05,56,-0.7,99,18,2.20136,334.5,13680.25,0,58.83384,-1.89636,112.88399,7.92,-53.9,0,8.6,52.8,-0.5,74,30.8,1.61593,237.59999,12742.79492,0,66.00358,-4.905,72.6,18.6,48,24,17,12,7
"AL062004.4","AL062004","040825",18,11.5,39.8,35,5,0.7788,-14.91781,490,175,60,731.5,109.76903,8.65,-53.7,0,8.8,53,-1.1,81.5,25,1.75048,302.75,12049.23926,0,68.33017,-4.50231,105.11392,6.64,-53.82,0,9.08,51.6,0.5,61.6,36.2,1.40758,232.40001,11048.93652,0,68.82652,-6.17799,72,20.9,51,24.6,17,11,7
"AL062004.5","AL062004","040826",0,11.9,41.5,40,10,0.8043,-15.706,545,400,88,780,101.42697,6.1,-54.05,0,9,51,1.9,62.5,32.5,1.27352,244,10287.43066,0,73.15472,-7.57407,96.95125,5.04,-53.86,0,9.36,50.6,1.6,50,41.4,1.10134,201.60001,9399.54492,0,59.18471,-6.16752,71.4,19.5,69,25.6,20,12,8
"AL062004.6","AL062004","040826",6,12.3,42.9,45,10,0.8043,-15.45477,570,450,94,540,93.90254,4.8,-54.1,0,9,50.5,-0.6,51.5,42.5,1.04382,216.00002,8817.6875,0,68.45161,-7.07167,88.96835,3.92,-53.76,0,9.5,50.2,-0.4,38.6,38.8,0.88603,176.40001,7915.36768,0,36.479,-5.36846,71.8,12,86,26.8,31,20,14
"AL062004.7","AL062004","040826",12,12.8,44.5,55,15,0.8043,-14.34452,560,825,99,429,80.43365,5.65,-53.8,0,9.35,50.5,0.3,44.5,49.5,1.27851,310.75,6469.57275,0,68.78345,-6.61923,76.33821,3.68,-53.68,0,9.64,50.2,1.4,33.8,39.4,0.8626,202.39999,5827.52246,0,7.79906,-4.08024,71.8,7.8,98,28.8,43,31,29
"AL062004.8","AL062004","040826",18,13.3,45.8,65,20,0.8043,-14.18273,568,1300,99,565.5,67.13074,4,-53.55,0,9.95,50.5,0,39,44.5,0.92595,260,4506.53613,0,41.78667,-5.09649,64.07954,3.56,-53.5,0,9.92,50.8,1.2,29,39.8,0.87474,231.39999,4106.18799,0,6.31394,-3.53544,72.2,8.7,96,32,43,34,34
"AL062004.9","AL062004","040827",0,13.7,46.8,70,15,0.8288,-11.12616,544,1050,98,497,59.40514,1.85,-53.55,0,9.85,49.5,-0.1,24,31.5,0.44661,129.5,3528.97021,0,-13.93389,-2.4785,57.97048,3.22,-53.52,0,10.12,51.6,1.5,24.6,41.4,0.83709,225.40001,3360.57666,0,-5.38721,-2.75646,72.2,7.1,96,35.8,41,33,33
"AL062004.10","AL062004","040827",6,14.2,47.8,75,10,0.8288,-9.96934,602,750,97,532.5,52.39439,2.7,-53.6,0,9.7,50,1.2,22,27.5,0.67668,202.5,2745.17261,0,-55.76274,-2.35586,52.51752,4.78,-53.62,0,10.28,51.4,1.3,17.4,41.6,1.29873,358.50003,2758.0896,0,-11.34366,-3.14879,71.4,7.1,95,39.6,31,25,25
"AL062004.11","AL062004","040827",12,14.7,48.5,90,20,0.8288,-8.57162,546,1800,99,783,36.68048,3.85,-53.45,0,10.05,52,0.1,27.5,45,1.00232,346.5,1345.45764,0,-7.358,-2.44558,37.51189,5.24,-53.7,0,10.56,51,0,15,46,1.45595,471.60004,1407.1416,0,-9.2417,-2.80463,70.4,8.7,91,44.2,34,27,1
"AL062004.12","AL062004","040827",18,15.4,49.3,100,25,0.8288,-6.89434,562,2500,100,470.00003,27.01433,4.55,-53.4,0,10.55,54,0.3,21.5,54.5,1.22801,455.00003,729.77393,0,37.57141,-3.35331,27.57063,4.68,-53.66,0,10.94,50.6,-0.1,9.6,47.8,1.31911,468.00003,760.13977,0,-5.12135,-1.56858,69.6,4.7,99,49.6,3,1,1
"AL062004.13","AL062004","040828",0,15.9,50,100,10,0.85214,-6.89434,532,1000,98,760,34.65265,7,-53.85,0,10.85,52,-0.3,10,49,1.97222,700,1200.80603,0,-2.35732,-4.08619,33.50798,5.44,-53.78,0,11.24,49.6,-0.4,5.6,42.6,1.59493,544,1122.78479,0,-19.32075,-1.46229,68.4,7.6,96,55.4,25,1,1
"AL062004.14","AL062004","040828",6,16.6,50.9,100,0,0.85214,-7.88005,505,0,86,1300,33.96561,6.95,-54,0,10.95,48,-0.1,0,43,2.00805,695,1153.66248,0,-23.98189,-2.59451,33.26657,6.38,-53.86,0,11.46,48,0.5,2.4,35.2,1.93022,638,1106.66479,0,-28.34281,-1.80135,67.2,13,73,58.4,3,1,1
"AL062004.15","AL062004","040828",12,17.2,51.6,105,5,0.85214,-7.66038,583,525,99,798,28.215,2.5,-53.7,0,11.35,48,0,2.5,43,0.74134,262.5,796.086,0,-37.69698,1.55097,28.1696,7.3,-53.78,0,11.54,47.8,1,3.2,29.4,2.28621,766.5,793.52643,0,-31.1018,-2.11763,66.8,7.6,95,59.8,3,1,1
"AL062004.16","AL062004","040828",18,17.7,52.3,115,15,0.85214,-6.99426,570,1725,100,943,17.39975,4.35,-53.65,0,11.75,48.5,0,4,36.5,1.34976,500.25,302.75128,2.5,-33.57049,0.91027,18.50786,8.92,-53.64,0,12,47.8,0.6,5,29,2.83217,1025.80005,342.54083,0.4,-31.14007,-2.52358,66.2,8.2,100,60.4,3,1,1
"AL062004.17","AL062004","040829",0,18.1,52.9,115,10,0.8742,-6.47209,501,1150,99,598.00006,17.70337,8.7,-53.9,0,11.85,47.5,0.6,3.5,23,2.72571,1000.5,313.40927,3,-21.19554,-3.89411,19.74704,10.86,-53.58,0,12.56,47.6,1.3,5.6,24.8,3.46271,1248.8999,389.94559,1.2,-29.55294,-3.60837,65.4,5.2,95,61.2,3,1,1
"AL062004.18","AL062004","040829",6,18.4,53.6,115,0,0.8742,-6.06214,516,0,95,966.00006,18.80673,11.65,-53.85,0,11.6,47.5,0.4,4,16,3.70042,1339.75,353.69318,0,-32.18417,-5.77452,22.23923,11.34,-53.46,0,13.18,46.4,1.7,6.2,19,3.64321,1304.09998,494.58322,3,-30.62617,-3.92586,64.2,8.4,87,63,3,1,1
"AL062004.19","AL062004","040829",12,18.6,54.4,115,0,0.8742,-7.56412,562,0,99,1138.50012,19.56885,13.3,-53.45,0,12.3,47.5,-0.4,6.5,27.5,4.26292,1529.5,382.93979,0,-31.30054,-4.4001,24.62247,11.42,-53.24,0,13.82,45.6,0.8,7.8,17.6,3.69403,1313.30005,606.26587,6.6,-27.1347,-3.89902,64,9.9,97,66.6,3,1,1
"AL062004.20","AL062004","040829",18,18.8,55,110,-5,0.8742,-6.69411,533,-550,96,1111,27.1586,11.45,-53.2,0,13.9,47.5,0.7,8.5,31.5,3.69839,1259.50012,737.58954,1,-33.80727,-2.1214,32.01077,10.82,-53,0,14.54,44.8,2.3,15.4,24.2,3.53171,1190.19995,1024.68958,8.8,-18.74201,-3.07664,64,10.1,90,68.8,3,1,1
"AL062004.21","AL062004","040830",0,18.9,55.8,105,-10,0.89484,-6.82057,520,-1050,96,955.50006,36.72815,10.45,-53.2,0,14.7,45,1.1,7,11.5,3.39363,1097.25012,1348.95691,13.5,-32.28577,-2.54148,39.40074,9.44,-52.86,0,14.82,44,0.8,19.2,27,3.10222,991.20007,1552.41846,14.2,-15.1734,-2.55961,64,9.1,92,74.2,14,11,1
"AL062004.22","AL062004","040830",6,19,56.8,100,-10,0.89484,-8.9329,545,-1000,88,1280,44.89194,10.05,-53.05,0,15,42.5,-0.5,9,5,3.28774,1005,2015.28601,20.5,-14.82445,-4.62468,45.92529,8.22,-52.72,0,14.72,42.8,0.3,20.4,25.8,2.71943,821.99994,2109.13257,17,-11.54465,-2.84958,64,12.8,82,77,13,10,1
"AL062004.23","AL062004","040830",12,19.2,58.1,100,-5,0.89484,-10.89293,554,-500,100,750,45.7356,10.2,-52.7,0,15,43.5,1.1,27,29,3.37234,1020.00006,2091.74463,19,-2.47375,-3.61353,46.54309,8.02,-52.56,0,14.36,42.8,0.5,25.2,30.2,2.6859,802.00006,2166.25928,18.2,-4.80825,-2.8854,64.6,7.5,99,78.2,16,12,1
"AL062004.24","AL062004","040830",18,19.4,59.3,110,10,0.89484,-11.81767,543,1100,100,726,36.51453,8.5,-52.5,0,14.8,43.5,-0.9,35,51,2.8332,935,1333.31067,10.5,-1.39728,-1.18765,37.20871,7.66,-52.4,0,14.14,42.8,1.4,31.2,37,2.59504,842.59998,1384.48804,16.2,2.24306,-2.08003,64,6.6,100,76.2,22,20,1
"AL062004.25","AL062004","040831",0,19.6,60.7,110,10,0.91393,-11.85224,539,1100,100,781,36.9449,5.05,-52.5,0,14.35,42.5,0.6,21,35.5,1.70074,555.5,1364.92566,14.5,-15.81388,-1.644,37.74043,7.1,-52.3,0,14.08,42.4,1.1,29.2,31.8,2.44121,781,1424.34021,16.2,5.42116,-1.64837,63.2,7.1,100,76.2,21,19,1
"AL062004.26","AL062004","040831",6,19.8,62.1,115,5,0.91393,-12.83992,566,575,99,966.00006,32.08401,6.8,-52.45,0,13.55,42,-0.3,22,19.5,2.31914,782,1029.38403,24.5,-5.5303,-3.26837,32.71561,7.8,-52.2,0,14,42.4,1.1,26,26.6,2.71996,897,1070.31091,17.4,8.66992,-2.69812,62.6,8.4,98,77.4,3,1,1
"AL062004.27","AL062004","040831",12,20,63.5,120,10,0.91393,-12.83992,550,1200,99,948,28.10045,8.65,-52.25,0,13.55,42.5,2,36,33,2.97735,1038.00012,789.63519,19.5,19.63709,-2.65149,27.37711,8.34,-52.12,0,14.06,43,3.7,30,30.6,2.9379,1000.80005,749.50592,15.4,12.39845,-2.5126,62.6,7.9,99,75.4,3,1,1
"AL062004.28","AL062004","040831",18,20.3,65,125,10,0.91393,-13.78728,568,1250,100,1400,23.72894,7.9,-52.05,0,14.3,42.5,-1.2,37,33,2.76062,987.50006,563.06274,13,22.53806,-0.57097,21.57121,6.72,-51.98,0,14.44,44,1.8,33.4,41.6,2.39277,840,465.31723,13.4,3.56235,-1.70566,62.4,11.2,99,73.4,3,1,1
"AL062004.29","AL062004","040901",0,20.6,66.4,120,0,0.93136,-13.69403,555,0,100,1260,27.78177,8.85,-52,0,14.45,42.5,0.6,22,25,3.14507,1062,771.82666,13,14.39671,-2.78141,25.17262,7.04,-52.04,0,14.86,44.6,1.9,27.8,31.6,2.56114,844.79999,633.66095,12.6,-5.5198,-1.69594,62.6,10.5,99,72.6,3,1,1
"AL062004.30","AL062004","040901",6,21,67.9,120,-5,0.93136,-13.5841,560,-600,99,1080,26.03658,8.1,-52.05,0,14.3,44,2.3,23,32.5,2.92421,972.00006,677.90326,12,1.62937,-3.7101,23.76364,7.68,-51.96,0,14.96,45.4,2.2,21.2,31.8,2.86388,921.60004,564.71063,10,-13.34225,-2.30225,62.4,9,98,70,3,1,1
"AL062004.31","AL062004","040901",12,21.4,69.1,120,0,0.93136,-12.36369,586,0,100,732,24.2231,4.05,-51.9,0,14.65,46,0.1,40.5,57,1.4826,486.00003,586.75848,14.5,-17.8655,-0.74485,22.61586,8.8,-51.98,0,15.2,46.6,1.4,20.4,35,3.37339,1056,511.47711,7,-18.50125,-1.37111,63.2,6.1,100,67,3,1,1
"AL062004.32","AL062004","040901",18,21.8,70.4,120,0,0.93136,-11.34618,577,0,100,720,22.5892,5.4,-52.05,0,15.55,46.5,-1.1,30.5,35.5,2.03513,648,510.27209,12.5,-25.35892,-0.65668,21.5997,9.8,-51.74,0,15.54,47.8,0,16.4,41.2,3.82717,1176,466.54709,5,-20.24521,-0.6783,63.4,6,100,65,3,1,1
"AL062004.33","AL062004","040902",0,22.2,71.4,120,0,0.94701,-10.26934,596,0,100,1236,21.70998,10.4,-52,0,15.6,46,0.9,6.5,8.5,3.97586,1248,471.32306,4.5,-19.95678,-2.15034,20.97209,12.84,-51.76,0,15.72,48.6,2.3,7.6,38,5.08549,1540.80017,439.82864,2.8,-16.41066,-0.28505,63.6,10.3,99,62.8,3,1,1
"AL062004.34","AL062004","040902",6,22.7,72.5,125,5,0.94701,-9.96934,618,625,98,1762.5,16.38988,13.35,-51.85,0,15.3,47.5,1.5,3.5,33.5,5.21243,1668.75,268.62808,0,-18.96125,-2.05785,15.93118,14.92,-51.48,0,15.48,49.4,3.5,3.8,44,6.02845,1865,253.80258,2.8,-14.14813,-0.24742,64,14.1,92,62.8,3,1,1
"AL062004.35","AL062004","040902",12,23.2,73.5,120,0,0.94701,-9.80102,676,0,99,1140,20.62671,13.3,-51.5,0,15.75,50,-1.3,11,56,5.29456,1596,425.46112,0,-15.16779,0.43863,21.14214,16.96,-51.44,0,15.24,51,0.8,9.6,47,6.99641,2035.20007,446.9899,6.6,-11.06454,0.43023,65.2,9.5,96,66.6,3,1,1
"AL062004.36","AL062004","040902",18,23.8,74.3,115,-10,0.94701,-8.29032,665,-1150,100,897,25.11371,14.2,-51.35,0,15.95,51,1.2,8.5,64.5,5.78414,1633,630.69836,4,-12.3792,2.01923,26.16232,16.82,-51.1,0,15.02,53,3.7,17.8,48.6,7.05517,1934.30017,684.46716,13,-8.37401,0.48363,65.6,7.8,98,73,3,1,1
"AL062004.37","AL062004","040903",0,24.2,75,105,-15,0.96079,-6.47209,573,-1575,100,714,35.91791,18.25,-51.4,0,15.4,50.5,2.1,-1,42.5,7.55883,1916.25,1290.09607,7.5,-9.87788,0.37187,35.90128,20.02,-51.26,0,14.8,53.4,0.9,19.6,37,8.53781,2102.1001,1288.90161,18.8,-6.14671,-0.61849,65.2,6.8,99,78.8,12,9,1
"AL062004.38","AL062004","040903",6,24.7,75.7,100,-15,0.96079,-6.55317,616,-1500,79,1340,42.13507,20.75,-51.2,0,14.4,52,-1.2,11.5,31,8.77453,2075,1775.36414,14.5,-6.40124,-0.51283,40.83028,22.58,-51.16,0,14.26,54.2,-1.4,22,31,9.79351,2258,1667.11145,22.4,-3.7779,-1.22509,65.2,13.4,73,82.4,9,1,1
"AL062004.39","AL062004","040903",12,25.3,76.3,95,-10,0.96079,-5.85078,651,-950,82,1206.5,46.96776,18.1,-50.9,0,14.15,56.5,1.6,38.5,45,7.78011,1719.5,2205.97021,24.5,-4.57405,-0.28228,45.28981,22.74,-51.34,0,13.92,55.4,2,32,32.8,9.99505,2160.30005,2051.16699,24,-1.8494,-1.4449,65.2,12.7,76,84,10,1,1
"AL062004.40","AL062004","040903",18,25.7,77.1,90,-10,0.96079,-6.30404,697,-900,100,459,50.02454,20.85,-51.05,0,14.65,56,-1.6,36,31,9.1062,1876.5,2502.4541,29.5,-2.97069,-2.03384,49.05486,22.06,-51.30001,0,13.92,56.4,-0.4,39.8,41.2,9.7911,1985.40015,2406.37891,22.6,-0.30952,-2.66794,65.2,5.1,99,82.6,13,1,1
"AL062004.41","AL062004","040904",0,26,77.5,85,-10,0.9726,-5.03199,653,-850,87,1105,54.28357,28.65,-51.5,0,14.05,54,-0.2,19,20.5,12.65278,2435.25,2946.70581,26.5,-0.9383,-2.2088,54.04688,22.24,-51.46,0,13.76,55.8,2.3,42,35.2,9.93096,1890.40002,2921.0647,18.4,1.12991,-2.83998,65.2,13,78,78.4,10,1,1
"AL062004.42","AL062004","040904",6,26.4,77.9,85,-5,0.9726,-3.59667,637,-425,83,1037,54.38927,25.15,-51.6,0,13.2,55.5,2.2,30,32,11.24607,2137.75,2958.19238,20,0.81602,-1.65107,54.44774,20.28,-51.21999,0,12.98,57,2,49.4,36.2,9.13768,1723.79993,2964.55615,13.4,2.04473,-2.12215,66.4,12.2,76,73.4,12,9,8
"AL062004.43","AL062004","040904",12,26.8,78.5,90,5,0.9726,-4.45883,669,450,82,1683.00012,48.49776,19.35,-51.55,0,13.55,57.5,-0.8,56,56.5,8.72435,1741.5,2352.03247,15,2.2697,-4.16303,49.94995,16.24,-51.2,0,12.28,58.6,-0.4,61.4,38.6,7.37158,1461.59998,2494.99756,10,2.45662,-1.97362,67.6,18.7,76,70,13,9,8
"AL062004.44","AL062004","040904",18,26.8,79.1,90,5,0.9726,-5.63813,657,450,93,1233,48.86044,16.75,-51.2,0,13.75,57.5,1.1,63.5,51,7.57574,1507.5,2387.34302,11,2.87424,-3.71306,51.40634,13.2,-50.84,0,11.74,60.4,1.3,70.8,42.8,6.01706,1188,2642.61206,0,3.53037,-1.27675,69,13.7,88,58,16,11,9
"AL062004.45","AL062004","040905",0,27,79.4,95,5,0.98238,-3.88117,605,475,98,1073.5,45.20549,16.35,-50.85,0,12.3,57.5,-0.5,60,18.5,7.44997,1553.25,2043.53638,5,2.91494,-0.62141,48.38785,9.96,-50.66,0,10.98,61.6,0.4,76.8,35.6,4.56504,946.20007,2341.38379,0,5.11384,0.88113,70.2,11.3,94,46.2,17,12,1
"AL062004.46","AL062004","040905",6,27.2,80.2,90,0,0.98238,-4.6359,614,0,97,909.00006,51.54126,13.65,-50.85,0,10.35,61,-0.2,67.5,29,6.25449,1228.5,2656.50146,4.5,2.37847,-0.03971,54.96603,8.56,-50.56,0,9.98,62.4,-0.4,76.8,38,3.96914,770.39996,3021.26489,0,5.40778,1.20569,70.8,10.1,92,38.4,17,13,12
"AL062004.47","AL062004","040905",12,27.4,80.7,80,0,0.98238,-5.67309,636,0,90,984,64.28578,7.6,-50.65,0,10.1,64,0.9,83.5,48.5,3.51417,608,4132.66162,0,4.57171,0.42886,65.7897,6.34,-50.66,0,9.18,63.8,0,75.6,40.6,2.99316,507.20001,4328.28516,0,5.32158,1.19636,71.8,12.3,77,29.8,18,12,11
"AL062004.48","AL062004","040905",18,27.8,81.7,60,0,0.98238,-6.39479,634,0,92,738,87.09247,3.85,-50.2,0,10.3,65,0.2,94.5,49,1.80111,231.00002,7585.09814,0,8.783,2.74663,85.59633,5.18,-50.5,0,9.02,64.2,-1.2,76.4,43.4,2.49294,310.80002,7326.73145,0,5.54511,1.6715,72.8,12.3,80,19.8,23,13,9
"AL062004.49","AL062004","040906",0,28.1,82.3,55,0,0.99005,-7.19032,619,0,72,577.5,92.75967,5.15,-50.5,0,9.35,62.5,-1.3,78.5,39,2.45601,283.25,8604.35742,0,7.47579,2.49103,87.45708,6.46,-50.58,0,8.86,63.8,-1.7,76.2,42.2,3.20402,355.29999,7648.74023,0,9.79366,1.37407,73.4,10.5,50,18,23,15,11
"AL062004.50","AL062004","040906",6,28.6,83.3,55,0,0.99005,-6.92816,571,0,61,808.5,91.21017,7.05,-50.85,0,7.8,63,0.2,57,31,3.40315,387.75,8319.2959,0,3.46388,0.33792,82.36496,8.2,-50.68,0,8.2,63.2,-1.6,71.6,47.4,4.13747,451,6783.98682,0,12.23852,1.32617,74,14.7,44,14.2,17,12,9
"AL062004.51","AL062004","040906",12,29.2,83.7,55,0,0.99005,-5.94511,604,0,68,1089.00012,88.11699,5.2,-50.7,0,7.95,65.5,-0.3,66.5,42.5,2.5655,286.00003,7764.604,0,2.87236,1.22408,76.12857,8.14,-50.68,0,7.36,64.4,-1.8,79,54.6,4.18602,447.70001,5795.55908,0,17.76832,0.77873,75.8,19.8,60,8.8,16,11,1
"AL062004.52","AL062004","040906",18,30.1,84,50,-5,0.99005,-2.9968,571,-250,90,500,85.95416,7.85,-50.45,0,9.3,64,-0.3,85,52.5,4.01458,392.50003,7388.11816,0,15.96033,0.91955,74.78967,9.32,-50.6,0,7.26,63.8,-3,89,63.2,4.88222,466.00003,5593.49512,0,25.35535,0.24493,76.6,10,77,4.6,22,1,1
"AL062004.53","AL062004","040907",0,31,84.6,35,0,0.99557,-3.90724,625,0,94,329.00003,91.51404,11.45,-50.65,0,8.25,62.5,-1.2,82.5,59,5.93925,400.75003,8374.81934,0,25.15606,1.88393,82.91035,12.8,-50.66,0,6.54,62.8,-3.3,92.4,64.6,6.83705,448,6874.12695,0,34.02741,-0.18123,76.8,9.4,81,3.2,23,1,1
"AL062004.54","AL062004","040907",6,31.5,85,30,0,0.99557,-4.2393,664,0,39,393,89.43841,9.4,-50.75,0,5.6,64,0,85.5,70,4.93924,282,7999.229,0,27.19091,1.0558,82.84145,15.44,-50.7,0,5.08,61.8,-2.6,90.2,67.8,8.43697,463.19998,6862.70654,0,37.49092,-0.89853,76.8,13.1,17,0.8,17,1,1
"AL062004.55","AL062004","040907",12,32,85.2,25,0,0.99557,-2.7239,737,0,61,190,89.77197,9.85,-50.65,0,5.45,64.5,-1.5,100.5,70.5,5.26502,246.25002,8059.00586,0,36.408,-2.41518,83.12701,18.24,-50.78,0,3.82,60.6,-2.9,98.2,69.4,10.24069,456.00003,6910.10059,0,44.41011,-2.20251,76,7.6,21,0.2,19,1,1
"AL062004.56","AL062004","040907",18,32.5,85.1,25,0,0.99557,-0.43575,666,0,46,140,85.07147,16.75,-50.65,0,5.9,61.5,-0.6,100,67.5,9.13935,418.75,7237.15527,0,43.74162,-1.2844,78.06322,22.64,-50.88,0,3.54,58.6,-2.1,102.8,79,13.06143,566,6093.86572,0,48.96796,-1.32093,74.8,5.6,5,0.2,3,1,1
"AL062004.57","AL062004","040908",0,33.4,84.7,25,0,0.99889,2.04663,581,0,30,490,81.08363,22.95,-50.7,0,3.85,59,-0.5,88,64,12.79445,573.75,6574.55566,0,46.52077,-1.9507,75.53824,25.225,-50.95,0,2.8,57.5,-1.5,102.5,81,14.67461,630.62506,5706.02539,0,51.20213,-0.99908,74,NA,NA,0,NA,NA,NA
"AL062004.58","AL062004","040908",6,34.3,84.3,25,0,0.99889,3.42025,591,0,29,487.5,77.05569,25.15,-50.95,0,1.45,57,-0.3,97,71,14.50105,628.75006,5937.5791,0,50.89128,-3.15939,73.39106,26.7,-51.03334,0,1.96667,56.66667,-1,104.66666,86.66666,15.75549,667.50006,5386.24756,0,52.00621,-1.3856,73.33334,NA,NA,0,NA,NA,NA
"AL062004.59","AL062004","040908",12,36.1,83.2,25,0,0.99889,6.33933,507,0,32,475,69.99284,27.5,-51.2,0,1.75,56,-0.7,117,98,16.55477,687.5,4898.99805,0,55.54901,-0.04747,69.99284,27.5,-51.2,0,1.75,56,-0.7,117,98,16.55477,687.5,4898.99805,0,55.54901,-0.04747,72.5,NA,NA,0,NA,NA,NA
"AL062004.60","AL062004","040908",18,37.8,82.1,25,0,0.99889,9.07988,483,0,34,472.5,66.06181,29.7,-51.2,0,3,56,0,120,118,18.20308,742.5,4364.16309,0,54.23605,2.16987,66.06181,29.7,-51.2,0,3,56,0,120,118,18.20308,742.5,4364.16309,0,54.23605,2.16987,73,NA,NA,0,NA,NA,NA
"AL072004.1","AL072004","040827",12,31.8,78.1,25,0,0.8288,0.78143,626,0,64,425,83.88306,5.15,-54.7,0,10.1,54.5,0.7,-93,-6.5,2.71066,128.75,7036.36865,0,0.19811,-1.0161,84.40047,8.04,-54.66,0,10.5,54.4,1.7,-77,-7.2,4.19398,201,7123.43994,0,8.6407,-4.45508,71.6,17,58,33.4,14,10,7
"AL072004.2","AL072004","040827",18,31.6,78,25,0,0.8288,0.78143,592,0,83,305,84.23484,6.15,-54.4,0,11.6,56,-0.4,-79.5,-10.5,3.20729,153.75,7095.5083,0,14.26306,-2.87634,84.62998,8.12,-54.60001,0,11.34,53.8,0.9,-64,-4.2,4.22335,203,7162.23389,0,16.81142,-5.04755,71,12.2,72,33.6,16,11,8
"AL072004.3","AL072004","040828",0,31.4,78,30,5,0.85214,0.41579,594,150,46,456,85.05545,9.95,-54.65,0,11.3,54.5,0.4,-71,-10.5,5.17674,298.5,7234.42969,0,12.54231,-6.18243,85.05489,9.88,-54.6,0,11.92,52.2,1.3,-55.6,-0.6,5.14231,296.39999,7234.3335,0,18.56196,-6.43061,69.4,15.2,34,32.2,15,1,1
"AL072004.4","AL072004","040828",6,31.3,78.2,35,10,0.85214,-1.00003,590,350,39,917,80.13074,9.85,-54.75,0,10.15,53,1,-61,-7,5.11719,344.75,6420.93506,0,13.78429,-7.09083,80.11697,8.62,-54.62,0,11.74,51,1.9,-46.6,2.4,4.49401,301.70004,6418.72852,0,21.18238,-5.98613,68.8,26.2,34,28,12,1,1
"AL072004.5","AL072004","040828",12,31.3,78.5,45,15,0.85214,-1.94875,560,675,68,1039.5,69.94473,9.25,-54.65,0,11.45,52.5,-0.1,-48,6,4.80548,416.25,4892.26562,0,22.84253,-6.54501,69.34282,8.64,-54.56001,0,11.52,50.8,1.8,-32.8,8.6,4.54827,388.80005,4808.42676,0,24.17304,-5.70418,68.2,23.1,61,22.8,14,9,7
